Analysis,diff2_acf1,time_kl_shift,fluctanal_prop_r1,avg_rR45CO244CO2,sd_d18O13C,prob_abiotic,prob_biotic,biotic
2961,0.0980754497354497,0.0379773696145125,0.0857354383975813,0.0560639191232048,0.00548197845804989,0.0329529309317567,0.967047069068243,biotic
2962,0.026586455026455,0.0094697656840514,0.0486475925925926,0.0231197959183673,0.0526174584278156,0.181569498676002,0.818430501323998,biotic
2963,0.106034278155707,0.0463432256235828,0.0864562452758881,0.05882880574452,0.00696483938019652,0.027992277992278,0.972007722007722,biotic
2965,0.0658819803476946,0.0344326436130008,0.0782180045351474,0.0998640759637188,0.00554201625094482,0.0124281424281424,0.987571857571858,biotic
2966,0.0158780914588057,0.00402089569160998,0.0437148110355253,0.0189668405139834,0.0417556802721088,0.310124951693933,0.689875048306068,biotic
2968,0.11209115835223,0.0473906009070295,0.0624598790627362,0.0429569595616024,-0.00188928382464097,0.135283194057567,0.864716805942432,biotic
2970,0.0640511432350718,0.0373168915343915,0.0691947902494331,0.0931589663643235,0.000196696900982615,0.066479840111227,0.933520159888773,biotic
2972,0.0830798450491308,0.0211519992441421,0.0680910506424792,0.0406431651549509,-0.000714293272864702,0.0964877663772691,0.903512233622731,biotic
2973,0.0624669444444444,0.0307949981103552,0.0788833711262283,0.11087059334845,0.0066068499622071,0.0141148836216101,0.98588511637839,biotic
2975,0.00926656084656085,-0.026433238851096,-0.0207750113378685,-0.0273706953892668,0.0934946844293273,0.584220227253014,0.415779772746986,biotic
2976,0.104843652683296,0.0451399036281179,0.0873052380952381,0.0649599622071051,0.00685406840513983,0.0296799160435524,0.970320083956448,biotic
2977,0.0632020767195767,0.0328865513983371,0.0733989002267574,0.0895212679516251,0.00204137188208617,0.0561812765584615,0.943818723441538,biotic
2978,0.114363308767952,0.0345578817082388,0.0813028382464097,0.0600018631897203,-0.000335763416477702,0.0488548136645963,0.951145186335404,biotic
2979,0.112908301209373,0.0451008673469388,0.0641957709750567,0.0312431481481481,0.00335042894935752,0.128923679060665,0.871076320939335,biotic
2981,0.0884941950113379,0.0126560430839002,0.0548663681027967,0.0287306859410431,0.00129110733182162,0.162945214350473,0.837054785649527,biotic
2983,0.0797539361300076,0.0142832842025699,0.0696247808012094,0.0477247845804989,0.00090895880574452,0.110078015091444,0.889921984908556,biotic
2984,-0.0168107142857143,0.0267029875283447,0.0389680272108844,-0.00974942176870748,0.0105938869992441,0.377525349762546,0.622474650237453,biotic
2985,0.112386997354497,0.0404131764928193,0.0782828817082389,0.0590771485260771,0.00241988851095994,0.0690563725490196,0.93094362745098,biotic
2986,0.0477335997732426,0.00951683106575964,0.0645719217687075,0.0652720975056689,-0.00526578798185941,0.0793562117584464,0.920643788241553,biotic
2987,0.0755268537414966,0.0344904988662132,0.0810496712018141,0.0910870710506425,0.00567962962962963,0.00990762425188655,0.990092375748113,biotic
2988,0.11640742441421,0.0378594066515495,0.0816853703703704,0.0602590684051398,0.00424035336356765,0.0605725889231044,0.939427411076896,biotic
2989,-0.00502329743008314,-0.000650591458805745,0.00837410241874528,-0.05993029856387,0.12058816893424,0.430855379188713,0.569144620811287,biotic
2990,0.114332656840514,0.0441791647770219,0.0634330102040816,0.0433787131519274,0.00121619992441421,0.0894764535648514,0.910523546435148,biotic
2993,0.0433862358276644,0.0312290173847317,0.0731216855631141,0.0993202154195011,-0.000726409674981103,0.10604345563362,0.893956544366381,biotic
2995,0.0918817044595616,0.0230382804232804,0.0643257804232804,0.0363089210128496,-0.0062262037037037,0.11705365341729,0.88294634658271,biotic
2998,0.00126296296296296,-0.00115325018896447,-0.155682802343159,0.0087303835978836,0.0699640513983371,0.777161939457021,0.222838060542979,biotic
3001,0.0548251776266062,0.0200715343915344,0.0778695181405896,0.0662273015873016,0.00290788170823885,0.046616112198304,0.953383887801696,biotic
3233,0.0021718216175359,0.000922086167800454,0.22258843159486,0.000826955782312925,0.00765432917611489,0.974453781512605,0.025546218487395,abiotic
3234,0.00479529856386999,3.3265306122449e-05,0.262080241874528,-0.00831380196523054,0.00860885865457294,0.966978253395221,0.0330217466047791,abiotic
3240,0.0074821447467876,-0.0239991288737717,-0.0379781519274376,0.00292046107331822,0.00349464285714286,0.337669018224574,0.662330981775427,abiotic
3241,0.00750815948601663,0.000765680272108844,0.217811893424036,0.00359280045351474,0.00309059901738473,0.967940045098819,0.0320599549011805,abiotic
3242,0.00770534580498866,0.000444444444444445,0.240025058578987,0.00338270975056689,0.0042380612244898,0.992176258992806,0.00782374100719424,abiotic
3250,0.0102421031746032,-6.74149659863946e-05,0.243867526455026,0.00214868858654573,0.00624128684807256,0.996848370927318,0.0031516290726817,abiotic
3253,0.00968641534391534,-0.00816162131519274,0.233893601662887,-0.000141919879062736,0.0073074716553288,0.964661984196664,0.0353380158033363,abiotic
3257,0.0100409731670446,0,0.221735844671202,0.000384098639455782,0.00482480914588057,0.990297841983235,0.00970215801676476,abiotic
3259,0.0063644992441421,-0.0077626171579743,0.208260986394558,-0.00166102607709751,-0.00407420256991686,0.926453014665942,0.0735469853340576,abiotic
3260,0.0136183012093726,-0.00274058390022676,0.239702883597884,0.000484143990929705,0.00916262282690854,0.984322446450699,0.0156775535493008,abiotic
3261,0.0087712641723356,-7.50000000000001e-06,0.22100593537415,0.00398280801209373,0.00958094671201814,0.993361672892782,0.006638327107218,abiotic
3263,0.0121258786848073,9.03703703703704e-05,0.222437097505669,0.00242267951625094,0.00522137188208617,0.99474011826953,0.00525988173046997,abiotic
3265,0.00334686318972033,0.000633219954648526,0.173071829176115,-0.00527702003023432,0.00720157974300831,0.963830852267781,0.036169147732219,abiotic
3267,0.00593683484504913,-0.000156424792139078,0.184877471655329,-0.00104045540438398,0.00755262849584278,0.98014040429671,0.0198595957032902,abiotic
3272,0.00280331632653061,-0.0198469841269841,0.0651781481481482,-0.0147581235827664,-0.00215270030234316,0.612088725365812,0.387911274634188,abiotic
3274,0.0114678533635676,-0.00624084656084656,0.223742828798186,0.00318992819349962,0.00603514739229025,0.970992979785165,0.0290070202148355,abiotic
4922,0.0849659656084656,0.0203674111866969,0.00855856386999244,0.0154294274376417,0.00644152494331066,0.985152487961477,0.0148475120385233,abiotic
4925,0.107441592970522,0.0170232993197279,0.00762988095238095,0.0177235544217687,0.00328184051398337,0.981892793023852,0.0181072069761477,abiotic
4929,0.0611362962962963,0.0288231746031746,0.0117959183673469,0.0181460411942555,-0.0401249300831444,0.818601594483947,0.181398405516052,abiotic
4932,0.0837085563114135,0.024244835600907,0.00859177815570673,0.0172884523809524,0.0082055612244898,0.97509324312603,0.02490675687397,abiotic
4935,0.0832983125472411,0.11130376984127,0.0420371145124717,0.0072959977324263,0.00579347127739985,0.837220646381296,0.162779353618704,abiotic
4936,0.0893440041572184,0.12552216175359,0.0383417951625094,0.00199105064247921,0.0105354157218443,0.876149125097937,0.123850874902063,abiotic
4937,0.00872269085411942,0.0541094633408919,0.0611155196523054,0.118705007558579,0.0101366364323507,0.96284734973681,0.0371526502631901,abiotic
4940,0.0436534656084656,0.0144793027210884,0.00730763227513228,0.0101251662887377,0.00686776832955404,0.982060678749111,0.0179393212508884,abiotic
4941,0.00779031557067271,0.0493586375661376,0.0525101095993953,0.124556124338624,0.00982256991685563,0.979121212121212,0.0208787878787879,abiotic
4942,0.0110086545729403,0.0371321409674981,0.0540864871504157,0.127313985260771,0.00360225434618292,0.975406698564593,0.0245933014354067,abiotic
4946,0.0790888605442177,0.121017630385488,0.0451896371882086,0.00719288926681784,0.0137288813303099,0.850354748846522,0.149645251153478,abiotic
4948,0.0112735941043084,0.0369884183673469,0.0552417743764172,0.0986894293272865,0.00837990740740741,0.987006741380051,0.0129932586199493,abiotic
4949,-0.0108257653061224,-0.0090906500377929,-0.000771672335600909,0.144531063869992,-0.0203297411186697,0.708436807558845,0.291563192441155,abiotic
4951,0.0112907558578987,0.0462865797430083,0.0688054195011338,0.119129145880574,0.00878111300075586,0.98528965726418,0.0147103427358204,abiotic
4952,-0.00104831821617536,0.0215170427059713,0.0399608125472411,0.111602836356765,0.000681827286470144,0.899617624827709,0.100382375172291,abiotic
4953,0.0760204043839758,0.122668401360544,0.0452612414965986,0.0107835204081633,-0.00119683673469388,0.836656084656084,0.163343915343915,abiotic
4959,0.0699657671957672,0.0127371031746032,0.00935548941798942,0.0162054743008314,0.00687982426303855,0.991002576403696,0.00899742359630419,abiotic
4960,0.0894476662887377,0.114756369992441,0.0313808371126228,-0.00551418367346939,0.011741887755102,0.843806897759104,0.156193102240896,abiotic
4961,0.0785244368858655,0.120545867346939,0.0524193405139834,0.00452143613000756,0.0116942989417989,0.849481159037946,0.150518840962054,abiotic
4963,0.0376995068027211,0.007631619425548,-0.0044315589569161,0.0270538662131519,0.00783510393046107,0.953260365262137,0.0467396347378633,abiotic
4964,0.0600002040816326,0.123920323129252,0.0482127154195011,0.00667863756613757,0.00711656273620559,0.890950623791952,0.109049376208048,abiotic
4965,0.0091862074829932,0.0387070993953137,0.0533375585789872,0.117136651549509,0.0042325283446712,0.988378005892976,0.011621994107024,abiotic
4966,-0.0346042894935752,0.0630704213907785,0.0478255536659108,0.0587606500377929,-0.00490871882086168,0.717017365952593,0.282982634047408,abiotic
4968,0.104428108465608,0.0217160638699924,0.00847328798185941,0.0205595294784581,0.00662626228269085,0.987414965986395,0.0125850340136054,abiotic
4969,0.0936247146636432,0.0207008144368859,0.00746415721844293,0.0148736073318216,0.00700828420256992,0.986083074534162,0.0139169254658385,abiotic
4973,0.0694787641723356,0.121743915343915,0.0453682671957672,0.00640910052910053,0.00185156273620559,0.856617331617332,0.143382668382668,abiotic
5757,0.113091670445956,0.00359604119425548,0.0447640230536659,-0.00376282690854119,0.00902249433106576,0.962435288580841,0.0375647114191589,abiotic
5758,0.00464849962207105,0.00235869047619048,0.0170622656840514,0.0028807671957672,0.00534439720332577,0.984284001370332,0.0157159986296677,abiotic
5759,0.00237288926681784,0.00164448790627362,0.0124279591836735,0.00461720899470899,-0.0148696371882086,0.91768396288067,0.0823160371193308,abiotic
5763,0.11202351095994,0.00513009259259259,0.0114389644746788,0.00906171012849584,0.00891913832199547,0.988898944193062,0.0111010558069382,abiotic
5766,0.111189257369614,0.00631022864701436,0.0472134448223734,0.00484992063492063,0.0117370616024187,0.97346393588602,0.0265360641139804,abiotic
5769,0.00546344671201814,0.000795925925925926,0.030686925547997,0.00286007369614512,0.00559883975812547,0.990340386384545,0.00965961361545538,abiotic
5770,0.00704760582010582,-0.000260102040816327,0.027509828042328,0.00317277588813303,0.0089506783824641,0.990795508122241,0.00920449187775921,abiotic
5771,-0.0057948544973545,0.00192342403628118,0.0290462868480726,0.00333919123204837,0.00845403817082389,0.964980519480519,0.0350194805194805,abiotic
5774,0.108820336356765,0.00201974678760393,0.0372031235827664,0.00957516628873772,0.00803777777777778,0.939624608967674,0.0603753910323254,abiotic
5776,0.106281447467876,0.00442631897203326,0.0320389512471655,0.00914325396825397,0.00830639833711262,0.985945958344802,0.0140540416551977,abiotic
5779,0.105675175736961,0.00388039304610733,0.0476587037037037,0.0104823960695389,0.00347482426303855,0.929011947739385,0.0709880522606154,abiotic
5780,0.0102291685563114,0.0018075,0.0282405158730159,0.00163061980347695,0.00773990173847317,0.997793895436688,0.00220610456331218,abiotic
5782,0.101891872637944,0.00309321428571429,0.0525536734693878,0.00798941232048375,0.00489838624338624,0.923646933048242,0.0763530669517573,abiotic
5784,0.00621742630385488,-0.000778148148148148,0.0543088227513228,0.0022903552532124,0.00565729591836735,0.975394016013485,0.024605983986515,abiotic
5878,0.0252749905517763,0.0160034674981104,-0.00430904383975813,0.132011851851852,0.0219787868480726,0.72819973662971,0.27180026337029,abiotic
5879,0.011516186696901,0.0167595880574452,-0.0161155045351474,0.109103376795163,0.0384258182161754,0.635821935157042,0.364178064842958,abiotic
5880,0.194447235449735,0.00754216931216931,0.00263349017384732,0.0286835015117158,0.0124294198790627,0.942199811579308,0.0578001884206921,abiotic
5882,0.0672509845049131,0.0124244463340892,0.056406044973545,0.00739876795162509,0.0361168329554044,0.276196911196911,0.723803088803089,biotic
5884,-0.0179078363567649,0.00876615079365079,0.0416710714285714,0.039639559712774,-0.00395384542705971,0.442813970556491,0.557186029443509,biotic
5885,0.0829679213907785,0.0207672581254724,0.0658615117157974,0.121619907407407,0.00406976001511716,0.140863252154992,0.859136747845008,biotic
5886,0.171462851473923,0.00906648148148148,0.000673665910808768,0.0222829931972789,0.00792644368858655,0.918398068904981,0.0816019310950187,abiotic
5887,0.0259757407407407,0.0122834561602419,0.0518494198790627,0.0996731651549509,-0.00542108843537415,0.263416227418119,0.736583772581881,biotic
5892,0.0584395086923658,0.0328682747543462,0.0413192743764172,0.0834089342403628,0.000568331443688587,0.178367036312242,0.821632963687759,biotic
5893,0.0261643839758126,0.0148987055933485,0.0646722883597884,0.0142642346938776,0.00137492819349962,0.247723681400811,0.752276318599188,biotic
5894,-0.0797127796674225,0.000702524565381708,0.0291902702191988,0.0335461753590325,0.0619379969765684,0.520178900289397,0.479821099710602,biotic
5895,0.054043246409675,-0.00617876228269085,0.00326328042328042,0.0507257218442933,0.0346460506424792,0.613324175824176,0.386675824175824,abiotic
5896,-0.000490436507936508,0.0201963019652305,-0.00328871882086168,0.155233847316705,-0.0324936413454271,0.698072764279354,0.301927235720646,abiotic
5897,-0.0194740835222978,0.0114047467876039,0.0190143235071806,-0.0070930612244898,0.000224648526077098,0.474603174603175,0.525396825396825,biotic
5898,-0.0560085922146636,0.00858232993197279,-0.0488892932728647,0.118901288737717,-0.00869798563869992,0.527166666666667,0.472833333333333,abiotic
5900,-0.00874810279667423,-0.0144488038548753,-0.0297275925925926,-0.0420321806500378,0.0162464588057445,0.334324479097837,0.665675520902163,abiotic
5901,0.0692236092214664,0.0181495559334845,0.0549690816326531,0.0235327928949357,0.00346946334089191,0.225356107660455,0.774643892339544,biotic
5902,0.0389473185941043,0.0280247845804989,0.011458082010582,0.154367670068027,0.0155323790627362,0.914835338108753,0.0851646618912466,abiotic
5904,0.180525850340136,0.00582440098261527,-0.00818057634164777,0.0181417082388511,0.00939656084656084,0.896876600102407,0.103123399897593,abiotic
5905,0.0783916439909297,0.00463963151927438,0.00204013605442177,0.0831700245653817,-0.0110898998488284,0.667154674369748,0.332845325630252,abiotic
5907,-0.0978473488284203,0.0013039096749811,0.0224151209372638,0.00967834467120181,0.0269139021164021,0.62747005023831,0.37252994976169,biotic
5908,0.112034897959184,0.0143037773998488,0.0741507407407407,0.0182113265306122,0.0121314890400605,0.148871252204585,0.851128747795414,biotic
5909,0.0228331481481481,0.0146070275888133,0.0423715589569161,0.0630980763416478,-0.00499595804988662,0.349232709241686,0.650767290758313,biotic
5912,0.0424411224489796,-0.0291659353741497,0.0392311678004535,-0.151700988284203,0.0109722392290249,0.66527278177458,0.33472721822542,biotic
5914,0.100556952003023,0.0186922071050642,0.0261463454270597,0.128637586923658,0.014919843159486,0.826263869101584,0.173736130898415,abiotic
5916,-0.0323382558578987,-0.016465589569161,0.00912719009826152,-0.123058735827664,0.034080015117158,0.673239649440919,0.326760350559081,biotic
5918,-0.0037903552532124,0.00672313303099017,0.0672982199546485,-0.00182918934240363,-0.00227348072562358,0.403584439240177,0.596415560759824,biotic
5919,0.0678325774754346,0.0221061054421769,0.0178218764172336,0.148915323129252,0.00970739417989418,0.88983221623516,0.11016778376484,abiotic
5920,0.0851295937263794,-0.00014058201058201,0.10295205404384,0.00524521352985639,-0.0205515665154951,0.368465757089353,0.631534242910647,biotic
5924,-0.101120398715042,-0.0309473318216175,-0.0812120653817082,-0.0523090665154951,-0.0126307180650038,0.0205190642690643,0.979480935730936,abiotic
5925,0.151255840891912,0.00349873204837491,-0.0164380102040816,-0.00846522675736962,0.00641820483749055,0.790838806787083,0.209161193212917,abiotic
5926,0.0483562358276644,0.0166565136054422,0.0475047940287226,0.0687790173847317,0.000722592592592593,0.209242922975642,0.790757077024358,biotic
5927,0.0779303420256992,0.014230753968254,0.00989652305366591,0.103402021919879,-0.0391876908541194,0.690924967944466,0.309075032055533,abiotic
5928,0.00457298374905518,-0.0101560430839002,-0.0434460676492819,-0.0702298412698412,0.00424034391534392,0.406771515945828,0.593228484054172,abiotic
5930,0.0502867743764172,0.0221123620559335,0.0127919690098262,0.123756016628874,0.037275604686319,0.783355420090114,0.216644579909886,abiotic
5931,0.142391717687075,0.00729048563869992,-0.00483140022675737,0.0275951284958428,-0.00183300831443689,0.884285714285714,0.115714285714286,abiotic
5933,0.16005552532124,0.00467314058956916,-0.0140647543461829,0.02343690287226,0.00681838624338624,0.808545803971813,0.191454196028187,abiotic
5934,0.121074040060469,0.0166435393046107,0.0256763340891912,0.142314274376417,-0.000113405139833711,0.83434572378362,0.16565427621638,abiotic
5935,0.106304981103553,-0.00691633408919123,0.0684776303854875,-0.0124463813303099,-0.0142131462585034,0.299887690925427,0.700112309074573,biotic
5937,-0.00966274565381708,-0.016764126984127,-0.0851527135298564,0.0250285582010582,0.00403740173847317,0.423805206579459,0.576194793420541,abiotic
5938,0.0781600245653817,-0.051262925170068,0.0989658314436886,0.00436904383975812,-0.00415462585034014,0.368781638781639,0.631218361218361,biotic
5941,0.0955815495086924,0.02170320861678,0.0257947562358277,0.147079693877551,0.0157820389266818,0.857440476190477,0.142559523809524,abiotic
5942,0.149992413076342,0.00677347694633409,-0.00896643990929705,0.0123265287226001,-0.00355581443688587,0.876716475589334,0.123283524410666,abiotic
5945,0.0308307331821618,-0.0398220181405896,-0.0405920786092215,0.0256483182161754,0.0166872392290249,0.552365534557949,0.447634465442051,abiotic
5946,0.130535833333333,0.0123531538170824,0.0176438983371126,0.143474066515495,0.00794506802721088,0.820954451345755,0.179045548654244,abiotic
5947,0.115423563869992,0.0163317932728647,0.0302472127739985,0.129995576341648,0.0241521164021164,0.870875172937029,0.129124827062971,abiotic
5948,0.0136737887377173,-0.0203632879818594,0.0684404138321996,-0.0307563454270597,0.00941625283446712,0.582543157368025,0.417456842631974,biotic
5949,-0.0570435015117158,0.0130848715041572,-0.0409753174603175,0.12258272297808,-0.00722584845049131,0.510479558755421,0.489520441244579,abiotic
5951,-0.0113284882842026,0.0160577343159486,-0.0547972675736961,0.0282939134542706,0.014220306122449,0.451834120600877,0.548165879399123,abiotic
5952,0.161595309901738,0.00663525132275132,-0.00640310657596372,0.0274086696900983,0.0132896164021164,0.894268644957983,0.105731355042017,abiotic
5953,0.160489195011338,0.00778680083144369,-0.0146406859410431,0.0164188662131519,-0.00503975812547241,0.809786292989419,0.190213707010582,abiotic
5954,0.0768845880574452,0.0231587698412698,0.0571004799697657,0.110514707105064,0.00637217498110355,0.167374224074315,0.832625775925685,biotic
5955,0.0527925566893424,0.0163576284958428,0.0430019652305367,0.0897868008314437,-0.0115242271352986,0.266824047843878,0.733175952156122,biotic
5957,0.0787270899470899,0.0122493631897203,0.00870204081632653,0.0947782067271353,-0.0763750888133031,0.591759795341322,0.408240204658678,abiotic
5958,0.147333754724112,0.0048224716553288,-0.0149710865457294,0.01351529856387,0.0124519973544974,0.787378345498783,0.212621654501216,abiotic
5960,0.0762598223733938,-0.00845269841269841,0.109195810657596,-0.0205796485260771,0.00541634920634921,0.433632296640427,0.566367703359573,biotic
5961,0.0713273412698413,-0.00748510204081633,0.0548125812547241,-0.0359019879062736,0.00360597127739985,0.390610360667667,0.609389639332332,biotic
2960,0.0658641647770219,0.030813388133031,0.0794536281179138,0.0934400699168556,0.0040241761148904,0.0123153478823582,0.987684652117642,biotic
2992,0.0984632634164777,0.04450880574452,0.0889106311413455,0.0646239021164021,0.00560537603930461,0.0511030636030636,0.948896936396936,biotic
2996,0.101526908541194,0.0429249622071051,0.0878805120937264,0.0605493178382464,-0.00116108465608466,0.0493307712695468,0.950669228730453,biotic
3231,-0.00359073129251701,-0.000371872637944067,0.230567116402116,0.00238063681027967,0.00891883030990174,0.965460621912235,0.0345393780877652,abiotic
3232,0.00658649470899471,0.000570672713529856,0.269978896447468,-0.00160475056689342,0.00777374716553288,0.983551673944687,0.016448326055313,abiotic
3255,0.0109918253968254,-0.000958414588057445,0.249297660619803,0.00464818972033258,0.0103993461829176,0.988511429416487,0.0114885705835129,abiotic
3256,0.0102298299319728,-0.00186213151927438,0.240115576341648,0.00577955782312925,0.00818121693121693,0.987470725995316,0.0125292740046838,abiotic
3268,0.00799093915343915,0.00021650604686319,0.227584419879063,0.000134406651549509,0.00539094671201814,0.979771725372092,0.020228274627908,abiotic
3269,0.0119487717309146,-0.00195204081632653,0.234808788737717,0.00236828798185941,0.00602365646258503,0.97912713055702,0.0208728694429801,abiotic
4924,0.00655599206349206,0.00148025132275132,0.108301617535903,-0.0046744387755102,0.00752758125472411,0.964180892482779,0.0358191075172207,abiotic
4933,0.00481041761148904,0.0457909788359788,0.0556925529100529,0.124758817082389,0.00763141156462585,0.960876328752917,0.0391236712470832,abiotic
4934,0.00567864512471655,0.0455348318216175,0.0607653269085412,0.116879754346183,0.00796225812547241,0.974809248023534,0.0251907519764663,abiotic
4947,0.175488783068783,-0.00150916666666667,-0.0133202872260015,0.0134198318216175,0.0038681746031746,0.906506659857866,0.0934933401421338,abiotic
4950,-0.0110478684807256,0.0591772203325775,0.0620357974300831,0.0756260941043084,0.00253822562358277,0.811641615089892,0.188358384910109,abiotic
4954,0.0304105139833711,0.104820848450491,0.0570946806500378,0.000431031746031746,0.00556588246409675,0.849790685504972,0.150209314495029,abiotic
4958,0.0127552607709751,0.025065731292517,0.0441811318972033,0.0691880158730159,-0.00901202569916856,0.911274190041313,0.0887258099586867,abiotic
4962,0.0826842176870748,0.0136041288737717,0.00579446712018141,0.0175657634164777,0.00457846560846561,0.988207997224391,0.0117920027756093,abiotic
4970,0.0889390230536659,0.034047671957672,0.00891036470143613,0.0153860241874528,0.00686221466364324,0.964172231679106,0.0358277683208939,abiotic
5756,0.103296124338624,0.00532,0.0455513548752834,0.00619585034013605,0.00783787603930461,0.973998244459074,0.026001755540926,abiotic
5761,0.104962552910053,0.00642922713529856,0.0215069784580499,0.00894460695389267,0.00465930461073318,0.975943333774659,0.0240566662253409,abiotic
5764,0.0965624622071051,0.0041573544973545,0.0159612962962963,0.00656780990173847,0.00889541572184429,0.981382932920003,0.0186170670799966,abiotic
5768,0.00303789304610733,0.00159231481481481,0.0395779270597128,0.00150977135298564,0.00801654761904762,0.979485697156561,0.0205143028434395,abiotic
5881,0.0416508767951625,0.0113763492063492,0.055097380952381,-0.0124195861678005,0.0368216931216931,0.386414441773166,0.613585558226834,biotic
5889,0.0720573904006047,0.0198158635676493,0.0556028552532124,0.0961126284958428,0.00559756613756614,0.194794714906447,0.805205285093553,biotic
5903,0.185104746787604,0.00769769841269841,-0.00442813869992441,0.0162386772486772,0.0136809410430839,0.919387439869368,0.0806125601306324,abiotic
5911,-0.0278212150415722,-0.0822488151927438,0.0854228873771731,-0.0300729686318972,-0.0142186337868481,0.632871957671957,0.367128042328042,biotic
5913,-0.193969019274376,-0.00835742630385488,-0.000479327286470144,-0.0246483786848073,-0.013990119047619,0.991943598570105,0.00805640142989541,biotic
5917,0.0558649470899471,0.0131992951625094,0.0498176984126984,0.0279473828420257,0.0594289266817838,0.137807097361237,0.862192902638762,biotic
5929,0.0846237074829932,0.016711925547997,0.0475302248677249,0.0204511318972033,0.00683163832199547,0.179499411841589,0.820500588158411,biotic
5939,0.0740972071050642,-0.0201835903250189,0.05691220143613,-0.0722575869236583,0.00128821806500378,0.502219012605042,0.497780987394958,biotic
5944,0.0887819198790627,-0.00354958427815571,0.117098922902494,0.000734871504157219,-0.00919624716553288,0.359725945784927,0.640274054215073,biotic
5950,0.0253152305366591,0.0216951095993953,0.00327033635676493,0.17373567271353,-0.00674301398337113,0.813356029854655,0.186643970145345,abiotic
5956,-0.000709251700680275,0.0220612585034014,-0.0536125453514739,0.0284993253968254,-0.0113996012849584,0.444970264456536,0.555029735543464,abiotic
5959,0.0840961186696901,0.0106620616024187,0.056551037414966,0.0207481424792139,-0.00117790816326531,0.196363280229825,0.803636719770175,biotic
